sample_id,image_path,vehicle_id,view,device_id,source_batch,pair_id,width_actual,height_actual,aspect_ratio,r_mean,g_mean,b_mean,r_std,g_std,b_std,gray_mean,contrast,saturation,dark_ratio,bright_ratio,laplacian_variance,file_size_kb
front_d092a361,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d092a361-CR450AF_22_FrontSide_front.jpg,CR450AF_22_FrontSide,front,pipeline_1080,prepared_front,d092a361,1261,1088,1.1590073529411764,224.47308246256472,225.45559590311143,226.11380367472128,66.1448896230111,64.33912353744161,63.118386915791476,225.244391997481,64.71257865265962,5.034431561085973,0.0046232856743014415,0.8112849570835471,34.175597858144194,72.6064453125
front_d12dc6b3,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d12dc6b3-CR200J2-JT001_02_Frontside_2_front.jpg,CR200J2-JT001_02_Frontside_2,front,pipeline_1080,prepared_front,d12dc6b3,1146,1080,1.0611111111111111,211.14948451942342,215.47745782431647,218.31572215758516,75.97477305580118,69.59608651644629,65.85681708272797,214.49797362807834,70.809307557301,15.328737638161721,0.0,0.7618140391700601,14.568330262445501,89.533203125
front_d1768f23,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d1768f23-CR450AF_18_FrontSide_front.jpg,CR450AF_18_FrontSide,front,pipeline_1080,prepared_front,d1768f23,1304,1088,1.1985294117647058,226.51018923673763,227.69350104880908,228.30763939011186,64.54453619698135,62.27532022622385,61.11656830053649,227.41082726226995,62.797499719291416,5.4842241632082285,0.004229773773006135,0.8130674000811982,31.016628322759995,66.3896484375
front_d17f132f,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d17f132f-DJF1_09_Front_Side_front.jpg,DJF1_09_Front_Side,front,pipeline_1080,prepared_front,d17f132f,1071,1080,0.9916666666666667,233.85220545008127,234.9263236158661,235.4225377805443,51.00244020317095,47.66526315965323,46.225704670045815,234.63680447487636,48.28394772964417,6.075106338831829,3.198810388352872e-05,0.8451239755161324,86.48346560084103,81.369140625
front_d1f80c59,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d1f80c59-DJF1_08_Front_Side_front.jpg,DJF1_08_Front_Side,front,pipeline_1080,prepared_front,d1f80c59,1228,1080,1.137037037037037,210.49285272650502,214.40690146579806,221.4225117625769,81.34981107479996,74.05372579916327,62.334972637339504,214.0239398600555,74.61487052995831,23.983581403064303,3.393051031487514e-05,0.7737106406080347,38.43188940113843,90.5439453125
front_d25405c9,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d25405c9-CRH2_4-Side_Front_front.jpg,CRH2_4-Side_Front,front,pipeline_1080,prepared_front,d25405c9,1099,1080,1.0175925925925926,235.3837790247026,237.15746132848042,238.87368398881136,51.80053435398035,47.24322055197818,43.726519066818554,236.8238398544131,48.007766086469594,8.430354194048462,0.0023388265426481985,0.8467748458194319,101.15404239544367,64.482421875
front_d2af429c,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d2af429c-CRH2E_front_side.005_front.jpeg,CRH2E_front_side.005,front,pipeline_1080,prepared_front,d2af429c,1014,1080,0.9388888888888889,211.24759021842354,214.62072558258456,216.5450790780919,71.9069672656666,66.92998926652355,64.58876371116399,213.8381474176346,67.8860776818141,14.109907590035796,7.487763898020308e-05,0.6877145883556139,113.9250328731098,104.197265625
front_d2d08a68,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d2d08a68-CR200J-B_34_FrontSide_front.jpg,CR200J-B_34_FrontSide,front,pipeline_1080,prepared_front,d2d08a68,996,1080,0.9222222222222223,213.73479566413803,218.4437964822252,219.19305276662203,71.75811182537221,65.91776137251902,64.95475728633771,217.11104417670683,67.33484045886412,12.42378774356686,9.296445039416927e-07,0.754862970400119,18.258100921861644,82.14453125
front_d340918f,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d340918f-CR400BF-J-0003-07-FrontSide_front.jpeg,CR400BF-J-0003-07-FrontSide,front,pipeline_1080,prepared_front,d340918f,988,1080,0.9148148148148149,197.34540692007798,195.7868205503074,193.30999868795922,74.60010462404222,76.11257464199281,79.32384990894415,195.973989728595,75.87074164031233,13.503328834907782,0.0,0.6029483430799221,29.05953571894571,104.025390625
front_d3538806,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d3538806-CRH380G_04-Side_Front_front.jpg,CRH380G_04-Side_Front,front,pipeline_1080,prepared_front,d3538806,1203,1080,1.113888888888889,235.20704103937686,235.47063667990517,235.41127428342725,46.39263592941543,46.17810466028945,46.71096482161596,235.38393599334995,46.272000294385236,2.5689456913272375,0.0003448169699208768,0.7889750931313692,24.668549305747977,66.337890625
front_d37ef0a7,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d37ef0a7-CRH2C_front_side.009_front.jpeg,CRH2C_front_side.009,front,pipeline_1080,prepared_front,d37ef0a7,993,1080,0.9194444444444444,186.6160251389355,185.4381755622692,192.76098056767745,91.1314291109176,92.31495620118588,83.73601862546886,186.62871769050017,90.68936175149169,34.10895248219015,0.0005091193912946178,0.6198090336056097,31.344811830964904,80.6015625
front_d380500e,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d380500e-CRH1E_5-Side_Front_front.jpg,CRH1E_5-Side_Front,front,pipeline_1080,prepared_front,d380500e,1079,1080,0.9990740740740741,228.52869426423644,229.42047248824358,230.75970634675454,58.74736913017816,57.227476765016476,54.684130399368144,229.31197954210003,57.36048984675889,5.86611917756496,0.0006375931074726255,0.8060172313184362,109.41901280335016,65.873046875
front_d389d69f,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d389d69f-CRH3A_02-Side_Front_front.jpg,CRH3A_02-Side_Front,front,pipeline_1080,prepared_front,d389d69f,1256,1080,1.162962962962963,230.90477338405285,230.72571213729654,230.67782495871668,54.75985163701409,55.32978879251267,55.80323679528433,230.77028780372729,55.11836506655494,3.9865748112762445,8.035503656522765e-05,0.7774511972163246,37.788402335456475,78.3994140625
front_d41f3360,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d41f3360-KDZ1A_22_FrontSide_front.jpg,KDZ1A_22_FrontSide,front,pipeline_1080,prepared_front,d41f3360,1101,1080,1.0194444444444444,198.3852062098429,197.08338126955294,191.77269653850036,55.91197327891018,55.64094542792313,54.697530771231435,196.94023194402396,55.552790222911426,9.46896676422108,0.005780939886298651,0.014195848891580045,50.89480155307153,84.8330078125
front_d4b9a05a,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d4b9a05a-CRH380AJ_front_side.003_front.jpeg,CRH380AJ_front_side.003,front,pipeline_1080,prepared_front,d4b9a05a,1161,1080,1.075,223.5563108112419,219.4952092704246,214.18036095958146,55.37431337699599,59.13210320886775,68.37502691636911,220.1109220978084,58.46089152499012,14.986036941334099,0.0,0.6948591571761253,34.50996905605002,88.6455078125
front_d4e82840,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d4e82840-NDJ3_-_02_-_FrontSide_front.jpg,NDJ3_-_02_-_FrontSide,front,pipeline_1080,prepared_front,d4e82840,1447,1080,1.3398148148148148,227.83941296168317,229.636947451944,233.88261025365378,60.18991348641753,55.87133890373124,46.898172236275975,229.58119736875784,55.88793117019728,11.434446748061122,4.479254652025903e-06,0.8296033939952392,31.811866824737475,98.185546875
front_d51c7508,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d51c7508-CRH1B_88-Side_Front_front.jpg,CRH1B_88-Side_Front,front,pipeline_1080,prepared_front,d51c7508,1105,1080,1.0231481481481481,232.17244930450812,233.1267797888386,233.78432797050445,53.43282135036762,51.73928241177076,50.45848857016446,232.9238260432378,52.064238477228734,4.2439240824534945,0.0008957600134070722,0.8024250041897101,115.78821350762527,64.1611328125
front_d5887d1d,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d5887d1d-CRH380AL_front_side.008_front.jpeg,CRH380AL_front_side.008,front,pipeline_1080,prepared_front,d5887d1d,1172,1080,1.0851851851851853,225.37834028567818,226.14802490203513,226.85145209202378,55.964149139874316,54.999967461254556,54.432569850474856,225.99825006320313,55.13713470980899,5.7370283466059915,0.0,0.7581002717734799,22.98988591834155,87.40234375
front_d6156031,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d6156031-DDJ1_04_Front_Side_front.jpg,DDJ1_04_Front_Side,front,pipeline_1080,prepared_front,d6156031,1947,1080,1.8027777777777778,233.57555831383516,234.66237896859366,234.97596016663815,51.545263834456904,49.52578820603751,48.24282705348037,234.3793652152409,49.44139616272128,4.9926705853259525,2.8533926839011587e-06,0.8582282333694763,16.125944726881954,96.6796875
front_d6ac0554,F:\大三下学期\培养方案\保研\康国梁老师\语义分割\语义分割\训练数据\04_archive_joint_segformer\data_prepared\prepared_front\images\d6ac0554-CRH380AM_front_side.002_front.jpeg,CRH380AM_front_side.002,front,pipeline_1080,prepared_front,d6ac0554,1002,1080,0.9277777777777778,185.89088951726177,188.0519350188512,189.56369113624604,90.5755616917473,88.48711072997087,86.97426461165844,187.56702705699712,88.85597040087436,9.454058549567531,0.012013011015007022,0.6119510978043912,35.38881311451172,90.4453125
